"url"	"source"	"date"	"text"
"http://www.nytimes.com/1982/07/28/us/briefing-044756.html"	"The New York Times"	"1982-07-28T00:00:00Z"	NA
"http://www.nytimes.com/1982/07/26/nyregion/bucket-brigade-joins-the-battle-over-acid-rain.html"	"The New York Times"	"1982-07-26T00:00:00Z"	NA
"http://www.nytimes.com/1982/07/24/us/commission-votes-to-ban-hunting-of-whales.html"	"The New York Times"	"1982-07-24T00:00:00Z"	NA
"http://www.nytimes.com/1982/07/18/nyregion/wildlife-group-adds-to-suit-on-dumping.html"	"The New York Times"	"1982-07-18T00:00:00Z"	NA
"http://www.nytimes.com/1982/07/13/us/lawyer-moves-to-block-4-day-kill-of-everglades-deer.html"	"The New York Times"	"1982-07-13T00:00:00Z"	NA
"http://www.nytimes.com/1982/07/11/nyregion/wetlands-institute-growing-pains-at-10.html"	"The New York Times"	"1982-07-11T00:00:00Z"	NA
"http://www.nytimes.com/1982/07/10/us/candidates-for-title-mr-clean.html"	"The New York Times"	"1982-07-10T00:00:00Z"	NA
"http://www.nytimes.com/1982/07/04/sports/outdoors-a-july-deer-hunt.html"	"The New York Times"	"1982-07-04T00:00:00Z"	NA
"http://www.nytimes.com/1982/07/03/us/us-plans-biggest-land-shift-since-frontier-times.html"	"The New York Times"	"1982-07-03T00:00:00Z"	NA
"http://www.nytimes.com/1982/06/27/nyregion/environews.html"	"The New York Times"	"1982-06-27T00:00:00Z"	NA
"http://www.nytimes.com/1982/06/21/us/bald-eagle-s-proponent-rejoices-on-bird-s-day.html"	"The New York Times"	"1982-06-21T00:00:00Z"	NA
"http://www.nytimes.com/1982/06/18/us/us-to-limit-claim-to-waters-in-west.html"	"The New York Times"	"1982-06-18T00:00:00Z"	NA
"http://www.nytimes.com/1982/06/13/nyregion/300-acre-tract-made-nature-preserve.html"	"The New York Times"	"1982-06-13T00:00:00Z"	NA
"http://www.nytimes.com/1982/06/13/travel/the-falmouth-to-provincetown-canvas.html"	"The New York Times"	"1982-06-13T00:00:00Z"	NA
"http://www.nytimes.com/1982/06/13/nyregion/connecticut-journal.html"	"The New York Times"	"1982-06-13T00:00:00Z"	NA
"http://www.nytimes.com/1982/06/13/weekinreview/ideas-trends-in-summary-for-snail-darters-and-the-like-3-years-of-peace.html"	"The New York Times"	"1982-06-13T00:00:00Z"	NA
